City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
694,Bracebridge,CA,45.0334,-79.3163,47.05,87,90,4.61,overcast clouds,2021-10-30 22:53:47
695,Gweru,ZW,-19.45,29.8167,65.64,67,81,2.15,broken clouds,2021-10-30 22:55:49
696,Winslow,US,35.0242,-110.6974,77.18,15,1,4.61,clear sky,2021-10-30 22:52:45
697,Maragogi,BR,-9.0122,-35.2225,77.2,75,3,10.92,clear sky,2021-10-30 22:51:43
698,Kamenka,RU,51.3223,42.7678,40.35,78,6,6.55,clear sky,2021-10-30 22:55:50
699,Anuradhapura,LK,8.3565,80.4173,74.64,95,100,2.24,overcast clouds,2021-10-30 22:55:51
700,Kemi,FI,65.8596,24.8228,42.57,100,90,10.36,overcast clouds,2021-10-30 22:55:51
701,Buraydah,SA,26.326,43.975,73.85,37,0,10.07,clear sky,2021-10-30 22:55:52
702,Rio Gallegos,AR,-51.6226,-69.2181,57.25,38,0,16.11,clear sky,2021-10-30 22:55:53
703,Manaure,CO,11.7751,-72.4445,80.83,79,96,8.55,overcast clouds,2021-10-30 22:55:53
704,Southbridge,US,42.0751,-72.0334,59.38,98,100,8.01,light rain,2021-10-30 22:55:54
705,Puerto Colombia,CO,10.9878,-74.9547,80.69,80,100,9.22,overcast clouds,2021-10-30 22:55:54
706,Kismayo,SO,-0.3582,42.5454,78.71,83,21,11.14,few clouds,2021-10-30 22:55:54
707,Marzuq,YE,14.4,46.4667,72.3,62,78,2.66,broken clouds,2021-10-30 22:55:55
708,Huilong,CN,31.8111,121.655,63.03,76,52,3.76,broken clouds,2021-10-30 22:55:56
709,Chabahar,IR,25.2919,60.643,81.03,49,1,2.71,clear sky,2021-10-30 22:55:56
