City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
118,Ojuelos De Jalisco,MX,2021-10-30 01:53:57,21.8667,-101.5833,57.87,53,1,8.37
119,Pierre,US,2021-10-30 01:53:58,44.3683,-100.351,55.85,50,16,5.99
120,Tual,ID,2021-10-30 01:53:58,-5.6667,132.75,84.18,70,75,5.68
121,Mount Isa,AU,2021-10-30 01:53:59,-20.7333,139.5,78.57,36,99,5.75
122,Touros,BR,2021-10-30 01:52:23,-5.1989,-35.4608,77.9,77,32,12.84
123,New Norfolk,AU,2021-10-30 01:54:00,-42.7826,147.0587,55.71,45,53,5.99
124,Xining,CN,2021-10-30 01:54:00,36.6167,101.7667,40.3,47,36,2.98
125,Olafsvik,IS,2021-10-30 01:54:01,64.8945,-23.7142,39.99,91,100,27.89
126,Faanui,PF,2021-10-30 01:54:02,-16.4833,-151.75,78.76,74,11,16.44
127,Riyadh,SA,2021-10-30 01:50:09,24.6877,46.7219,71.74,34,98,8.88
128,Hami,CN,2021-10-30 01:54:03,42.8,93.45,51.49,37,93,2.28
129,Yar-Sale,RU,2021-10-30 01:54:03,66.8333,70.8333,13.1,91,100,22.03
130,Port Lincoln,AU,2021-10-30 01:54:04,-34.7333,135.8667,59.54,49,24,7.58
131,Twentynine Palms,US,2021-10-30 01:54:05,34.1356,-116.0542,78.06,26,0,1.01
132,Shache,CN,2021-10-30 01:54:05,38.4167,77.2406,47.14,36,2,4.65
133,Norman Wells,CA,2021-10-30 01:54:06,65.282,-126.8329,24.84,93,90,2.3
134,San Ignacio,BZ,2021-10-30 01:54:07,17.1561,-89.0714,77.14,88,0,6.91
135,Rio Grande,BR,2021-10-30 01:50:18,-32.035,-52.0986,68.95,85,3,19.69
136,Mount Gambier,AU,2021-10-30 01:54:08,-37.8333,140.7667,57.11,54,75,12.66
137,Thinadhoo,MV,2021-10-30 01:54:08,0.5333,72.9333,83.52,72,59,13.96
138,Camana,PE,2021-10-30 01:54:09,-16.6228,-72.7111,64.99,84,28,6.98
139,Praia Da Vitoria,PT,2021-10-30 01:54:09,38.7333,-27.0667,71.85,88,40,16.06
140,Namibe,AO,2021-10-30 01:54:10,-15.1961,12.1522,65.88,85,57,2.73
141,Sitka,US,2021-10-30 01:54:10,57.0531,-135.33,39.36,82,100,4.94
142,Bucerias,MX,2021-10-30 01:54:11,20.75,-105.3333,78.21,90,26,1.9
143,Lodja,CD,2021-10-30 01:54:11,-3.4833,23.4333,66.25,100,91,2.01
144,Dillon,US,2021-10-30 01:54:12,34.4166,-79.3712,58.89,60,45,8.61
145,Chokurdakh,RU,2021-10-30 01:54:13,70.6333,147.9167,-14.4,99,100,2.37
146,Provideniya,RU,2021-10-30 01:54:13,64.3833,-173.3,13.19,67,83,3.15
147,Upernavik,GL,2021-10-30 01:54:14,72.7868,-56.1549,19.24,61,0,7.65
148,Kochevo,RU,2021-10-30 01:54:15,59.5994,54.3125,26.1,94,100,10.47
149,Port Moresby,PG,2021-10-30 01:54:16,-9.4431,147.1797,87.22,70,40,11.5
150,Westport,US,2021-10-30 01:51:30,41.1415,-73.3579,56.01,74,90,1.99
151,Zaritap,AM,2021-10-30 01:54:17,39.6363,45.5096,38.59,81,99,2.04
152,Rio Cuarto,AR,2021-10-30 01:54:17,-33.1307,-64.3499,69.84,39,70,8.14
153,Amparafaravola,MG,2021-10-30 01:54:18,-17.5833,48.2167,63.0,86,92,2.89
154,Filadelfia,US,2021-10-30 01:49:33,39.9523,-75.1638,61.14,94,90,8.01
155,Klaksvik,FO,2021-10-30 01:51:50,62.2266,-6.589,43.72,82,100,10.74
156,Luderitz,NA,2021-10-30 01:54:19,-26.6481,15.1594,58.96,78,0,7.65
157,Ambon,ID,2021-10-30 01:52:48,-3.6954,128.1814,87.94,66,20,3.44
158,Kavieng,PG,2021-10-30 01:54:20,-2.5744,150.7967,85.78,67,86,8.03
159,Mookane,BW,2021-10-30 01:54:21,-23.688,26.6595,68.58,72,99,4.25
160,San Julian,MX,2021-10-30 01:54:22,21.0167,-102.1667,60.93,45,27,3.04
161,Ucluelet,CA,2021-10-30 01:53:34,48.9329,-125.5528,46.71,82,4,5.08
162,Porto Novo,BJ,2021-10-30 01:51:24,6.4965,2.6036,82.22,88,100,4.9
163,Humberto De Campos,BR,2021-10-30 01:54:20,-2.5983,-43.4611,76.6,87,99,4.68
164,Pizarro,CO,2021-10-30 01:54:23,4.9533,-77.366,76.5,90,95,4.43
165,Bilibino,RU,2021-10-30 01:54:23,68.0546,166.4372,-9.2,89,91,3.11
166,Riberalta,BO,2021-10-30 01:54:24,-10.9833,-66.1,78.57,63,33,2.04
167,Namatanai,PG,2021-10-30 01:54:24,-3.6667,152.4333,86.2,67,97,6.26
168,Tessalit,ML,2021-10-30 01:54:25,20.1986,1.0114,78.94,26,37,10.38
169,Somerset East,ZA,2021-10-30 01:54:26,-32.7217,25.588,57.92,71,71,5.75
170,Sampit,ID,2021-10-30 01:54:26,-2.5333,112.95,80.38,87,100,1.97
171,Isla Mujeres,MX,2021-10-30 01:54:27,21.2311,-86.731,75.16,69,9,11.05
172,Ukiah,US,2021-10-30 01:51:30,39.1502,-123.2078,68.65,90,100,2.71
173,Tsiroanomandidy,MG,2021-10-30 01:54:28,-18.7667,46.0333,68.47,74,93,3.6
174,Nanticoke,US,2021-10-30 01:54:17,41.2054,-76.0049,50.65,96,100,3.0
175,Okoneshnikovo,RU,2021-10-30 01:54:28,54.8377,75.0834,23.9,68,8,9.01
176,Half Moon Bay,US,2021-10-30 01:51:53,37.4636,-122.4286,71.42,85,90,1.99
177,Saldanha,ZA,2021-10-30 01:54:29,-33.0117,17.9442,57.25,91,0,8.14
178,Chhuikhadan,IN,2021-10-30 01:54:30,21.5333,80.9833,69.76,60,61,2.86
179,Resavica,RS,2021-10-30 01:54:30,44.0408,21.5816,46.04,75,0,11.79
180,Coquimbo,CL,2021-10-30 01:49:31,-29.9533,-71.3436,55.13,87,0,8.05
181,Paamiut,GL,2021-10-30 01:49:44,61.994,-49.6678,30.69,80,98,5.82
182,Oksfjord,NO,2021-10-30 01:52:58,70.2396,22.3479,40.12,83,69,8.84
183,Aasiaat,GL,2021-10-30 01:54:32,68.7098,-52.8699,25.77,97,100,9.28
184,Noshiro,JP,2021-10-30 01:54:32,40.2039,140.0242,52.74,57,25,5.14
185,La Asuncion,VE,2021-10-30 01:54:33,11.0333,-63.8628,89.33,62,54,12.66
186,Naze,JP,2021-10-30 01:54:33,28.3667,129.4833,74.32,59,87,9.8
187,Sumbe,AO,2021-10-30 01:54:34,-11.2061,13.8437,75.33,85,100,7.34
188,Gorontalo,ID,2021-10-30 01:54:35,0.5412,123.0595,89.46,60,90,2.33
189,Naryan-Mar,RU,2021-10-30 01:54:35,67.6713,53.087,15.6,81,100,10.11
190,Cabra,ES,2021-10-30 01:54:36,37.4725,-4.4421,67.44,73,100,14.03
191,Ponta Do Sol,PT,2021-10-30 01:54:37,32.6667,-17.1,70.72,70,31,8.88
192,Nenjiang,CN,2021-10-30 01:54:37,49.1833,125.2167,35.2,38,100,16.64
193,Port-Gentil,GA,2021-10-30 01:54:38,-0.7193,8.7815,79.75,84,99,7.49
194,Rancho Palos Verdes,US,2021-10-30 01:54:01,33.7445,-118.387,80.67,80,42,1.01
195,Lata,PT,2021-10-30 01:54:39,40.1629,-8.3327,67.93,97,100,10.54
196,Tuatapere,NZ,2021-10-30 01:54:39,-46.1333,167.6833,69.73,47,100,9.48
197,Lebedinyy,RU,2021-10-30 01:54:40,58.5167,125.5167,13.39,88,100,12.62
198,Shimoda,JP,2021-10-30 01:54:41,34.6667,138.95,64.76,55,25,2.84
199,Tuktoyaktuk,CA,2021-10-30 01:54:41,69.4541,-133.0374,24.8,100,90,6.91
200,Rawah,IQ,2021-10-30 01:54:42,34.4816,41.9093,68.49,43,100,8.68
201,Khorixas,NA,2021-10-30 01:54:42,-20.3667,14.9667,68.86,27,3,3.2
202,Cayenne,GF,2021-10-30 01:49:48,4.9333,-52.3333,82.09,80,75,3.0
203,Pangody,RU,2021-10-30 01:54:43,65.85,74.4859,20.97,95,100,15.26
204,Igrim,RU,2021-10-30 01:54:44,63.1906,64.4162,18.73,78,6,8.03
205,La Trinitaria,MX,2021-10-30 01:54:44,16.1167,-92.05,59.05,91,93,4.79
206,Broome,US,2021-10-30 01:53:56,42.2506,-75.833,50.14,86,100,9.86
207,Walvis Bay,NA,2021-10-30 01:54:45,-22.9575,14.5053,57.09,100,0,10.36
208,Kieta,PG,2021-10-30 01:54:46,-6.2167,155.6333,84.97,73,100,8.21
209,Cuamba,MZ,2021-10-30 01:54:46,-14.8031,36.5372,62.69,68,5,2.39
210,Cidreira,BR,2021-10-30 01:54:47,-30.1811,-50.2056,68.09,89,99,21.59
211,Tallahassee,US,2021-10-30 01:54:31,30.4383,-84.2807,61.63,90,61,4.5
212,Vila,PT,2021-10-30 01:54:48,42.0304,-8.1588,54.73,93,100,8.46
213,Lompoc,US,2021-10-30 01:53:51,34.6391,-120.4579,71.78,93,90,9.22
214,Aklavik,CA,2021-10-30 01:54:48,68.2191,-135.0107,25.63,98,85,3.87
215,Geraldton,AU,2021-10-30 01:54:49,-28.7667,114.6,77.41,23,0,5.75
216,Saskylakh,RU,2021-10-30 01:50:26,71.9167,114.0833,-8.18,96,99,9.26
217,Rock Sound,BS,2021-10-30 01:54:50,24.9,-76.2,82.56,80,80,17.98
218,Changzhou,CN,2021-10-30 01:54:50,31.7833,119.9667,70.92,55,0,3.36
219,Clyde River,CA,2021-10-30 01:54:51,70.4692,-68.5914,26.02,95,100,4.09
220,Jalu,LY,2021-10-30 01:54:52,29.0331,21.5482,66.58,74,0,8.59
221,Loreto,MX,2021-10-30 01:54:52,22.2667,-101.9667,61.43,47,0,10.4
222,Kalianget,ID,2021-10-30 01:54:53,-7.05,113.9333,85.44,67,99,3.42
223,Livramento,BR,2021-10-30 01:54:53,-3.0254,-60.1803,79.47,94,0,1.14
224,Vestmannaeyjar,IS,2021-10-30 01:54:53,63.4427,-20.2734,45.72,83,87,14.03
225,Talnakh,RU,2021-10-30 01:54:54,69.4865,88.3972,18.18,95,100,8.7
226,Marzuq,YE,2021-10-30 01:54:54,14.4,46.4667,66.42,55,5,3.02
227,Bara,NG,2021-10-30 01:54:55,10.3744,10.7288,74.37,33,100,0.89
228,Fonte Boa,BR,2021-10-30 01:54:56,-2.4959,-66.2662,74.88,89,68,1.86
229,Tarakan,ID,2021-10-30 01:54:56,3.3,117.6333,83.7,84,40,8.05
230,Kavaratti,IN,2021-10-30 01:54:57,10.5669,72.642,81.93,72,100,4.43
231,Nanortalik,GL,2021-10-30 01:54:57,60.1432,-45.2371,35.17,82,88,8.19
232,Spornoye,RU,2021-10-30 01:54:58,50.8448,37.2913,39.22,91,11,4.07
233,Panzhihua,CN,2021-10-30 01:54:58,26.5851,101.7128,61.36,86,100,0.56
234,Luanda,AO,2021-10-30 01:54:59,-8.8368,13.2343,77.0,83,40,8.05
235,San Quintin,MX,2021-10-30 01:54:59,30.4833,-115.95,65.43,80,0,4.81
236,Exu,BR,2021-10-30 01:55:00,-7.5119,-39.7242,82.81,67,85,6.44
237,Tomatlan,MX,2021-10-30 01:55:01,19.9333,-105.25,76.68,91,24,1.3
238,Kushiro,JP,2021-10-30 01:55:01,42.975,144.3747,50.95,53,20,4.61
239,Boyolangu,ID,2021-10-30 01:55:02,-8.1181,111.8935,82.27,76,100,6.96
240,Mogadishu,SO,2021-10-30 01:51:36,2.0371,45.3438,78.22,79,10,7.85
241,Msanga,TZ,2021-10-30 01:55:03,-6.05,36.0333,66.4,83,90,5.19
242,Puerto Escondido,MX,2021-10-30 01:55:04,15.85,-97.0667,80.89,84,54,3.62
243,Khatanga,RU,2021-10-30 01:55:04,71.9667,102.5,6.87,85,100,8.61
244,Tupiza,BO,2021-10-30 01:55:05,-21.45,-65.7167,56.86,61,26,5.26
245,Muros,ES,2021-10-30 01:55:05,42.7762,-9.0603,60.24,95,100,7.25
246,Norsup,VU,2021-10-30 01:55:06,-16.0667,167.3833,84.04,65,25,8.08
247,Jelgava,LV,2021-10-30 01:55:07,56.65,23.7128,41.04,90,73,6.8
248,Nabire,ID,2021-10-30 01:55:06,-3.3667,135.4833,87.55,61,34,4.45
249,Dhidhdhoo,MV,2021-10-30 01:55:07,6.8833,73.1,81.57,71,100,7.23
250,Nioro,GM,2021-10-30 01:55:08,13.35,-15.75,77.67,74,97,4.68
251,Itaituba,BR,2021-10-30 01:55:08,-4.2761,-55.9836,77.97,74,62,2.39
252,Padang,ID,2021-10-30 01:55:09,-0.9492,100.3543,82.45,75,74,1.88
253,Kaihua,CN,2021-10-30 01:55:10,23.3687,104.28,58.82,96,100,3.22
254,Motala,SE,2021-10-30 01:55:10,58.5371,15.0365,47.97,86,26,8.14
255,Altay,CN,2021-10-30 01:55:11,47.8667,88.1167,36.66,61,33,5.03
256,Pisco,PE,2021-10-30 01:55:11,-13.7,-76.2167,62.65,82,0,14.97
257,Del Rio,US,2021-10-30 01:55:12,29.3627,-100.8968,71.42,28,1,5.75
258,Chuy,UY,2021-10-30 01:55:12,-33.6971,-53.4616,64.36,90,24,12.08
259,Kargopol,RU,2021-10-30 01:55:13,61.5071,38.9456,45.9,89,100,9.51
260,Makakilo City,US,2021-10-30 01:55:13,21.3469,-158.0858,83.95,56,40,8.05
261,Owando,CG,2021-10-30 01:55:14,-0.4819,15.8999,68.7,98,100,1.32
262,Wanparti,IN,2021-10-30 01:55:14,16.3667,78.0667,73.87,79,97,9.31
263,Hithadhoo,MV,2021-10-30 01:50:21,-0.6,73.0833,83.68,71,99,14.85
264,Havre-Saint-Pierre,CA,2021-10-30 01:55:15,50.2334,-63.5986,46.4,93,1,0.0
265,Puerto Armuelles,PA,2021-10-30 01:55:15,8.2833,-82.8667,79.83,94,100,5.39
266,High Prairie,CA,2021-10-30 01:55:16,55.4334,-116.4858,31.3,51,3,7.52
267,Chernyshevskiy,RU,2021-10-30 01:55:17,63.0128,112.4714,15.42,82,100,4.72
268,Romny,UA,2021-10-30 01:55:17,50.751,33.4747,40.87,86,6,6.02
269,Camacha,PT,2021-10-30 01:55:18,33.0833,-16.3333,67.42,83,20,12.66
270,Portland,US,2021-10-30 01:53:23,45.5234,-122.6762,52.88,83,30,1.01
271,Punta Gorda,US,2021-10-30 01:55:19,26.9298,-82.0454,79.0,69,100,1.01
272,Bambous Virieux,MU,2021-10-30 01:55:19,-20.3428,57.7575,71.85,94,75,3.44
273,Simav,TR,2021-10-30 01:55:20,39.0882,28.9777,44.31,79,0,6.22
274,College,US,2021-10-30 01:55:21,64.8569,-147.8028,20.21,90,90,4.61
275,Mlimba,TZ,2021-10-30 01:55:21,-8.8,35.8167,72.28,78,54,2.91
276,Najran,SA,2021-10-30 01:55:22,17.4924,44.1277,61.45,36,0,2.53
277,Las Lomas,PA,2021-10-30 01:55:22,8.4333,-82.4,79.27,94,75,4.61
278,Cagliari,IT,2021-10-30 01:55:23,39.245,9.0912,55.92,89,0,4.61
279,Bethel,US,2021-10-30 01:55:10,41.3712,-73.414,54.18,81,95,5.99
280,Batemans Bay,AU,2021-10-30 01:55:23,-35.7167,150.1833,67.19,36,72,9.13
281,Maningrida,AU,2021-10-30 01:55:24,-12.0667,134.2667,91.26,49,100,10.4
282,Aswan,EG,2021-10-30 01:55:24,24.0934,32.907,76.3,27,0,9.22
283,Tura,IN,2021-10-30 01:55:25,25.5198,90.2201,72.07,71,23,3.2
284,Almaznyy,RU,2021-10-30 01:55:25,48.0448,40.045,33.94,86,0,3.91
285,Adrar,MR,2021-10-30 01:55:26,20.5022,-10.0711,76.06,23,100,8.52
286,Da Nang,VN,2021-10-30 01:50:54,16.0678,108.2208,78.78,89,75,1.14
287,Meadow Lake,US,2021-10-30 01:55:27,34.8014,-106.5436,60.48,31,0,4.16
288,Port-De-Bouc,FR,2021-10-30 01:55:27,43.4,4.9833,66.22,73,75,24.16
289,Horsham,GB,2021-10-30 01:55:28,51.064,-0.3272,56.93,90,20,4.61
290,Tonj,SS,2021-10-30 01:55:28,7.2737,28.6822,75.07,74,99,4.07
291,Sao Jose Da Coroa Grande,BR,2021-10-30 01:55:29,-8.8978,-35.1478,75.16,73,25,8.52
292,Horadiz,AZ,2021-10-30 01:55:29,39.4488,47.3353,50.77,79,100,1.45
293,Vidisha,IN,2021-10-30 01:55:30,23.5333,77.8167,58.33,57,27,2.84
294,Kahului,US,2021-10-30 01:55:01,20.8947,-156.47,79.86,77,65,5.99
